#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                 RC4-SST(256).in|  1.55e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
    rgb_permutations|   3|    100000|     100|0.77555536|  PASSED  
    rgb_permutations|   4|    100000|     100|0.94942299|  PASSED  
    rgb_permutations|   5|    100000|     100|0.84293003|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.30636106|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.74301046|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.57472739|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.48326600|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.01312085|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.78278184|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.49462124|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.14871286|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.93479556|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.17387608|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.17423422|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.40285932|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.03774824|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.39699271|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.14080902|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.46087577|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.76327760|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.50637749|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.00774350|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.00000065|  FAILED  
      rgb_lagged_sum|  20|   1000000|     100|0.99386729|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.60683630|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.40129954|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.05926058|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.08852489|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.63371286|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.75078903|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.82639633|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.03516860|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.01801011|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.45970987|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.05514229|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.47483801|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.61395195|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.31422034|  PASSED  
             dab_dct| 256|     50000|       1|0.18632403|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.26186230|  PASSED  
        dab_filltree|  32|  15000000|       1|0.18970331|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.50300928|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.82027890|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.97239396|  PASSED  
