#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                 RC4-SST(256).in|  2.40e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.35342478|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.28395124|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.32063245|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.92753634|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.99061562|  PASSED  
        diehard_opso|   0|   2097152|     100|0.83814497|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.20451015|  PASSED  
         diehard_dna|   0|   2097152|     100|0.63520356|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.99107843|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.02976728|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.30484250|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.98533762|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.89179835|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.53645823|  PASSED  
        diehard_sums|   0|       100|     100|0.00917588|  PASSED  
        diehard_runs|   0|    100000|     100|0.26996632|  PASSED  
        diehard_runs|   0|    100000|     100|0.03911324|  PASSED  
       diehard_craps|   0|    200000|     100|0.94585724|  PASSED  
       diehard_craps|   0|    200000|     100|0.74943811|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.04910753|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.00000062|  FAILED  
         sts_monobit|   1|    100000|     100|0.62094210|  PASSED  
            sts_runs|   2|    100000|     100|0.87585514|  PASSED  
          sts_serial|   1|    100000|     100|0.75947496|  PASSED  
          sts_serial|   2|    100000|     100|0.55093089|  PASSED  
          sts_serial|   3|    100000|     100|0.75569533|  PASSED  
          sts_serial|   3|    100000|     100|0.99905442|   WEAK   
          sts_serial|   4|    100000|     100|0.02012426|  PASSED  
          sts_serial|   4|    100000|     100|0.12481496|  PASSED  
          sts_serial|   5|    100000|     100|0.00250239|   WEAK   
          sts_serial|   5|    100000|     100|0.08112880|  PASSED  
          sts_serial|   6|    100000|     100|0.00034736|   WEAK   
          sts_serial|   6|    100000|     100|0.54909924|  PASSED  
          sts_serial|   7|    100000|     100|0.08246969|  PASSED  
          sts_serial|   7|    100000|     100|0.95160519|  PASSED  
          sts_serial|   8|    100000|     100|0.07223456|  PASSED  
          sts_serial|   8|    100000|     100|0.90501631|  PASSED  
          sts_serial|   9|    100000|     100|0.37164104|  PASSED  
          sts_serial|   9|    100000|     100|0.55785775|  PASSED  
          sts_serial|  10|    100000|     100|0.19155161|  PASSED  
