#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|               RC4-RS(64, 12).in|  2.44e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|   4|   1000000|     100|0.94781570|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.83315283|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.77127148|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.02629739|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.00380372|   WEAK   
      rgb_lagged_sum|   9|   1000000|     100|0.14571449|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.86038243|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.57503322|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.29438219|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.82108098|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.11342122|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.74415778|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.44822529|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.83916821|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.03213562|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.05775610|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.03299873|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.72863158|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.52710057|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.10226044|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.00011026|   WEAK   
      rgb_lagged_sum|  25|   1000000|     100|0.37593149|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.20269619|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.04854073|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.07856363|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.07803824|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.21364947|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.00000950|   WEAK   
      rgb_lagged_sum|  32|   1000000|     100|0.21854070|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.81430489|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.84223035|  PASSED  
             dab_dct| 256|     50000|       1|0.84919805|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.94547906|  PASSED  
        dab_filltree|  32|  15000000|       1|0.88646893|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.06046264|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.00934746|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.73755617|  PASSED  
