#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                RC4(256, 256).in|  6.85e+06  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.46348210|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.67384254|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.12612239|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.98040540|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.38866964|  PASSED  
        diehard_opso|   0|   2097152|     100|0.39138587|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.59285356|  PASSED  
         diehard_dna|   0|   2097152|     100|0.75252937|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.85295822|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.68638291|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.22336727|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.33067732|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.04719767|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.84282030|  PASSED  
        diehard_sums|   0|       100|     100|0.99045797|  PASSED  
        diehard_runs|   0|    100000|     100|0.28433063|  PASSED  
        diehard_runs|   0|    100000|     100|0.77811561|  PASSED  
       diehard_craps|   0|    200000|     100|0.92387841|  PASSED  
       diehard_craps|   0|    200000|     100|0.96027609|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.00065226|   WEAK   
 marsaglia_tsang_gcd|   0|  10000000|     100|0.14070844|  PASSED  
         sts_monobit|   1|    100000|     100|0.75870234|  PASSED  
            sts_runs|   2|    100000|     100|0.98059270|  PASSED  
          sts_serial|   1|    100000|     100|0.83012234|  PASSED  
          sts_serial|   2|    100000|     100|0.93695108|  PASSED  
          sts_serial|   3|    100000|     100|0.80832970|  PASSED  
          sts_serial|   3|    100000|     100|0.83684075|  PASSED  
          sts_serial|   4|    100000|     100|0.99340112|  PASSED  
          sts_serial|   4|    100000|     100|0.99595507|   WEAK   
          sts_serial|   5|    100000|     100|0.73985234|  PASSED  
          sts_serial|   5|    100000|     100|0.39186769|  PASSED  
          sts_serial|   6|    100000|     100|0.91117593|  PASSED  
          sts_serial|   6|    100000|     100|0.77344549|  PASSED  
          sts_serial|   7|    100000|     100|0.52894905|  PASSED  
          sts_serial|   7|    100000|     100|0.09210883|  PASSED  
          sts_serial|   8|    100000|     100|0.61372641|  PASSED  
          sts_serial|   8|    100000|     100|0.29367469|  PASSED  
          sts_serial|   9|    100000|     100|0.69709132|  PASSED  
          sts_serial|   9|    100000|     100|0.95019478|  PASSED  
          sts_serial|  10|    100000|     100|0.57631102|  PASSED  
          sts_serial|  10|    100000|     100|0.66276656|  PASSED  
          sts_serial|  11|    100000|     100|0.38173413|  PASSED  
          sts_serial|  11|    100000|     100|0.41328237|  PASSED  
          sts_serial|  12|    100000|     100|0.24575623|  PASSED  
          sts_serial|  12|    100000|     100|0.26946255|  PASSED  
          sts_serial|  13|    100000|     100|0.50633131|  PASSED  
          sts_serial|  13|    100000|     100|0.62263480|  PASSED  
          sts_serial|  14|    100000|     100|0.91464516|  PASSED  
