#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                  RC4(16, 16).in|  2.38e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.37043033|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.84446794|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.70734621|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.09909633|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.78667927|  PASSED  
        diehard_opso|   0|   2097152|     100|0.49685227|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.23160676|  PASSED  
         diehard_dna|   0|   2097152|     100|0.80883848|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.18502925|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.10270461|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.79600924|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.17418826|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.16444345|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.29060987|  PASSED  
        diehard_sums|   0|       100|     100|0.00018662|   WEAK   
        diehard_runs|   0|    100000|     100|0.22267495|  PASSED  
        diehard_runs|   0|    100000|     100|0.13995194|  PASSED  
       diehard_craps|   0|    200000|     100|0.25176026|  PASSED  
       diehard_craps|   0|    200000|     100|0.78919597|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.00003828|   WEAK   
 marsaglia_tsang_gcd|   0|  10000000|     100|0.00000086|  FAILED  
         sts_monobit|   1|    100000|     100|0.00000000|  FAILED  
            sts_runs|   2|    100000|     100|0.00015596|   WEAK   
          sts_serial|   1|    100000|     100|0.00001267|   WEAK   
          sts_serial|   2|    100000|     100|0.02533252|  PASSED  
          sts_serial|   3|    100000|     100|0.42257988|  PASSED  
          sts_serial|   3|    100000|     100|0.34042800|  PASSED  
          sts_serial|   4|    100000|     100|0.01529939|  PASSED  
          sts_serial|   4|    100000|     100|0.66863024|  PASSED  
          sts_serial|   5|    100000|     100|0.03672423|  PASSED  
          sts_serial|   5|    100000|     100|0.39401882|  PASSED  
          sts_serial|   6|    100000|     100|0.34148842|  PASSED  
          sts_serial|   6|    100000|     100|0.97647636|  PASSED  
          sts_serial|   7|    100000|     100|0.11182473|  PASSED  
          sts_serial|   7|    100000|     100|0.60297237|  PASSED  
          sts_serial|   8|    100000|     100|0.57217805|  PASSED  
          sts_serial|   8|    100000|     100|0.92762221|  PASSED  
          sts_serial|   9|    100000|     100|0.51980267|  PASSED  
          sts_serial|   9|    100000|     100|0.96295592|  PASSED  
          sts_serial|  10|    100000|     100|0.38652780|  PASSED  
          sts_serial|  10|    100000|     100|0.39847719|  PASSED  
          sts_serial|  11|    100000|     100|0.91578243|  PASSED  
          sts_serial|  11|    100000|     100|0.67301245|  PASSED  
          sts_serial|  12|    100000|     100|0.07912121|  PASSED  
          sts_serial|  12|    100000|     100|0.19498285|  PASSED  
